BN	TN	seqType	Horizon	FT	PrepTime	press0	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	press12	press13	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	response12	response13	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	pressTime12	pressTime13	timeThreshold2	timeThreshold3	timeThreshold4	timeThreshold14	points	Gain1	Gain2	Gain3	Gain4	Gain5	StimTimeLim	
5	16	1	5	1	3000	5	4	2	1	3	5	4	2	1	3	1	5	4	2	54213542131542	0	5000	3286.000	530.000	0	5	4	2	1	3	5	4	2	1	3	1	5	4	2	5534.000	5698.000	5932.000	6136.000	6342.000	6582.000	6774.000	7144.000	7418.000	7704.000	7938.000	8196.000	8414.000	8722.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	17	1	3	1	3000	4	1	2	5	3	2	5	4	1	3	5	2	3	1	41253254135231	0	5000	3490.000	458.000	0	4	1	2	5	3	2	5	4	1	3	5	2	3	1	5462.000	5654.000	5824.000	6088.000	6648.000	6852.000	7124.000	7348.000	7620.000	7896.000	8138.000	8428.000	8648.000	8846.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	18	1	1	1	3000	3	5	2	1	4	1	5	2	4	3	1	5	2	4	35214152431524	0	5000	6918.000	424.000	1	3	5	5	1	4	1	5	2	4	3	1	5	2	4	5428.000	5856.000	6354.000	7054.000	7588.000	8060.000	8594.000	9008.000	9838.000	10348.000	10766.000	11228.000	11674.000	12242.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	19	1	6	1	3000	3	4	1	2	5	2	3	5	4	1	3	5	4	2	34125235413542	0	5000	4962.000	456.000	1	3	1	1	2	5	2	3	5	4	1	3	5	2	2	5460.000	5934.000	6684.000	6912.000	7618.000	7910.000	8124.000	8348.000	8534.000	8760.000	8976.000	9172.000	9690.000	10278.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	20	1	2	1	3000	3	1	4	2	5	4	2	1	5	3	1	5	3	4	31425421531534	0	5000	4384.000	572.000	0	3	1	4	2	5	4	2	1	5	3	1	5	3	4	5576.000	5810.000	6156.000	6456.000	6718.000	7020.000	7584.000	7802.000	8112.000	8468.000	8732.000	9006.000	9664.000	9864.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	21	1	5	1	3000	4	1	2	5	3	1	2	4	5	3	2	5	3	1	41253124532531	0	5000	3388.000	474.000	1	4	1	2	5	3	1	2	5	5	3	2	5	3	1	5478.000	5692.000	5868.000	6100.000	6308.000	6574.000	6886.000	7316.000	7530.000	7854.000	8080.000	8368.000	8558.000	8746.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	22	1	7	1	3000	4	5	3	1	2	5	3	1	4	2	3	5	1	4	45312531423514	0	5000	4104.000	538.000	0	4	5	3	1	2	5	3	1	4	2	3	5	1	4	5542.000	5780.000	5996.000	6200.000	6384.000	6666.000	6956.000	7578.000	8258.000	8500.000	8718.000	8988.000	9258.000	9546.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	23	1	8	1	3000	2	3	5	4	1	3	5	1	4	2	3	1	5	4	23541351423154	0	5000	2900.000	426.000	0	2	3	5	4	1	3	5	1	4	2	3	1	5	4	5430.000	5604.000	5864.000	6076.000	6286.000	6508.000	6742.000	7002.000	7230.000	7504.000	7692.000	7892.000	8070.000	8232.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	24	1	4	1	3000	3	5	4	1	2	5	3	4	2	1	3	2	5	1	35412534213251	0	5000	4146.000	516.000	1	3	5	4	1	2	5	3	4	2	1	4	2	5	1	5520.000	5752.000	5898.000	6140.000	6342.000	6584.000	6842.000	7022.000	7256.000	7440.000	7686.000	9040.000	9344.000	9550.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	25	1	3	1	3000	1	3	5	2	4	1	3	4	2	5	3	1	2	5	13524134253125	0	5000	3742.000	444.000	1	1	5	5	2	4	1	3	4	2	5	3	1	2	5	5448.000	5622.000	5832.000	6166.000	6490.000	6718.000	7366.000	7562.000	7804.000	8114.000	8348.000	8666.000	8864.000	9080.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	26	1	8	1	3000	2	4	1	5	3	4	1	5	3	2	4	1	3	2	24153415324132	0	5000	3874.000	538.000	0	2	4	1	5	3	4	1	5	3	2	4	1	3	2	5542.000	5724.000	5924.000	6106.000	6324.000	6532.000	6888.000	7174.000	7534.000	7782.000	8350.000	8768.000	9084.000	9312.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	27	1	6	1	3000	5	2	4	3	1	4	3	5	1	2	4	2	5	3	52431435124253	0	5000	3504.000	488.000	1	5	2	4	3	1	4	3	5	1	2	4	2	5	5	5492.000	5678.000	6170.000	6402.000	6656.000	6864.000	7066.000	7264.000	7482.000	7676.000	8020.000	8366.000	8644.000	8890.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	1	2	6	1	3000	4	2	3	1	5	3	5	1	4	2	1	4	5	2	42315351421452	0	5000	3880.000	442.000	0	4	2	3	1	5	3	5	1	4	2	1	4	5	2	5446.000	5666.000	5832.000	6058.000	6286.000	6544.000	6816.000	7230.000	7502.000	7878.000	8256.000	8536.000	9040.000	9252.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	2	2	3	1	3000	4	1	3	5	2	1	5	4	2	3	1	4	3	5	41352154231435	0	5000	3868.000	626.000	0	4	1	3	5	2	1	5	4	2	3	1	4	3	5	5630.000	5810.000	6030.000	6264.000	6830.000	7080.000	7352.000	7666.000	8024.000	8310.000	8560.000	8876.000	9242.000	9408.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	3	2	8	1	3000	5	1	3	2	4	1	4	3	5	2	1	5	3	2	51324143521532	0	5000	3418.000	680.000	0	5	1	3	2	4	1	4	3	5	2	1	5	3	2	5684.000	5868.000	6068.000	6268.000	6488.000	6736.000	6984.000	7282.000	7512.000	7896.000	8174.000	8550.000	8802.000	9028.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	4	2	4	1	3000	3	5	1	2	4	3	1	2	4	5	1	4	5	3	35124312451453	0	5000	3632.000	410.000	0	3	5	1	2	4	3	1	2	4	5	1	4	5	3	5414.000	5574.000	5772.000	5996.000	6510.000	6750.000	6992.000	7284.000	7522.000	7824.000	8096.000	8338.000	8774.000	8962.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	5	2	1	1	3000	3	5	2	1	4	2	3	1	5	4	2	5	1	3	35214231542513	0	5000	6404.000	468.000	1	3	5	2	1	4	2	3	1	5	4	2	5	1	5	5472.000	5896.000	6348.000	6820.000	7286.000	7786.000	8232.000	8702.000	9244.000	9786.000	10272.000	10794.000	11292.000	11784.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	6	2	7	1	3000	4	5	2	3	1	3	2	5	1	4	5	3	4	1	45231325145341	0	5000	5150.000	674.000	1	4	2	2	3	1	3	2	5	1	4	5	3	4	1	5678.000	6208.000	7190.000	7438.000	7708.000	8000.000	8278.000	8508.000	8802.000	9016.000	9390.000	10232.000	10482.000	10690.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	7	2	5	1	3000	3	2	5	4	1	5	1	4	2	3	5	3	2	4	32541514235324	0	5000	4016.000	540.000	0	3	2	5	4	1	5	1	4	2	3	5	3	2	4	5544.000	5772.000	6048.000	6576.000	6826.000	7148.000	7502.000	7754.000	8052.000	8292.000	8550.000	9002.000	9280.000	9488.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	8	2	2	1	3000	4	1	5	2	3	5	3	4	2	1	3	5	1	4	41523534213514	0	5000	5320.000	478.000	0	4	1	5	2	3	5	3	4	2	1	3	5	1	4	5482.000	5728.000	6040.000	6312.000	6616.000	6854.000	7492.000	7732.000	8084.000	8548.000	9204.000	10064.000	10452.000	10688.000	800.000	1100.000	1500.000	6000.000	2	1.000	1.000	1.000	1.000	1.000	15000	
6	9	2	4	1	3000	5	3	2	4	1	5	1	3	4	2	4	1	3	2	53241513424132	0	5000	4794.000	666.000	1	3	3	2	4	1	5	1	3	4	2	4	1	3	2	5670.000	6972.000	7218.000	7434.000	7680.000	7912.000	8240.000	8530.000	8842.000	9108.000	9518.000	9770.000	10042.000	10346.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	10	2	6	1	3000	5	3	1	2	4	1	4	2	5	3	4	2	1	5	53124142534215	0	5000	3828.000	520.000	0	5	3	1	2	4	1	4	2	5	3	4	2	1	5	5524.000	5758.000	5990.000	6368.000	6628.000	6858.000	7092.000	7366.000	7630.000	7860.000	8232.000	8530.000	9012.000	9244.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	11	2	1	1	3000	5	3	4	2	1	4	2	1	3	5	1	3	2	4	53421421351324	0	5000	6348.000	452.000	0	5	3	4	2	1	4	2	1	3	5	1	3	2	4	5456.000	5950.000	6450.000	6854.000	7302.000	7772.000	8230.000	8670.000	9116.000	9632.000	10202.000	10692.000	11112.000	11710.000	800.000	1100.000	1500.000	6000.000	1	1.000	1.000	1.000	1.000	1.000	15000	
6	12	2	5	1	3000	4	1	5	2	3	5	2	4	3	1	3	2	4	1	41523524313241	0	5000	4454.000	544.000	1	4	1	5	2	5	5	2	4	3	1	3	2	4	1	5548.000	5786.000	5998.000	6222.000	6936.000	7712.000	8004.000	8232.000	8540.000	8808.000	9106.000	9410.000	9662.000	9860.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	13	2	8	1	3000	2	5	1	3	4	1	4	5	3	2	5	1	3	4	25134145325134	0	5000	3654.000	550.000	0	2	5	1	3	4	1	4	5	3	2	5	1	3	4	5554.000	5788.000	5998.000	6192.000	6418.000	6720.000	6976.000	7310.000	7624.000	7886.000	8146.000	8498.000	8796.000	9086.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	14	2	2	1	3000	4	2	1	3	5	4	1	3	5	2	4	5	2	3	42135413524523	0	5000	4278.000	636.000	0	4	2	1	3	5	4	1	3	5	2	4	5	2	3	5640.000	5874.000	6290.000	6584.000	6794.000	7114.000	7476.000	7754.000	8258.000	8470.000	8736.000	9204.000	9540.000	9816.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	15	2	7	1	3000	4	2	1	3	5	1	4	3	5	2	5	4	2	1	42135143525421	0	5000	3554.000	516.000	0	4	2	1	3	5	1	4	3	5	2	5	4	2	1	5520.000	5690.000	5906.000	6094.000	6300.000	6600.000	6866.000	7132.000	7342.000	7634.000	7960.000	8308.000	8760.000	8950.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	16	2	3	1	3000	1	3	5	4	2	4	2	3	1	5	3	5	2	1	13542423153521	0	5000	6274.000	462.000	1	1	5	5	4	2	4	2	3	1	5	3	5	2	1	5466.000	5936.000	7644.000	7992.000	8210.000	8786.000	9088.000	9392.000	9644.000	10040.000	10836.000	11052.000	11300.000	11590.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	17	2	6	1	3000	2	1	4	5	3	2	4	3	5	1	3	5	4	1	21453243513541	0	5000	3656.000	558.000	0	2	1	4	5	3	2	4	3	5	1	3	5	4	1	5562.000	5782.000	6030.000	6252.000	6482.000	6792.000	7082.000	7368.000	7592.000	7916.000	8230.000	8532.000	8826.000	9090.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	18	2	2	1	3000	5	2	1	3	4	1	4	5	3	2	5	2	1	3	52134145325213	0	5000	4610.000	698.000	0	5	2	1	3	4	1	4	5	3	2	5	2	1	3	5702.000	5888.000	6236.000	6502.000	6956.000	7200.000	7494.000	7944.000	8226.000	8568.000	8882.000	9600.000	9824.000	10208.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	19	2	1	1	3000	4	5	2	1	3	4	2	3	5	1	5	3	4	2	45213423515342	0	5000	6288.000	402.000	0	4	5	2	1	3	4	2	3	5	1	5	3	4	2	5406.000	5868.000	6246.000	6670.000	7068.000	7600.000	7974.000	8420.000	9124.000	9672.000	10170.000	10714.000	11204.000	11598.000	800.000	1100.000	1500.000	6000.000	1	1.000	1.000	1.000	1.000	1.000	15000	
6	20	2	4	1	3000	1	2	4	3	5	2	4	5	3	1	4	3	5	2	12435245314352	0	5000	3538.000	424.000	0	1	2	4	3	5	2	4	5	3	1	4	3	5	2	5428.000	5636.000	5894.000	6128.000	6356.000	6592.000	6872.000	7260.000	7504.000	7772.000	8016.000	8338.000	8580.000	8848.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	21	2	5	1	3000	1	4	2	3	5	3	5	4	2	1	4	5	3	2	14235354214532	0	5000	3588.000	514.000	0	1	4	2	3	5	3	5	4	2	1	4	5	3	2	5518.000	5712.000	5958.000	6172.000	6414.000	6664.000	6922.000	7232.000	7514.000	7922.000	8216.000	8576.000	8786.000	8988.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	22	2	7	1	3000	2	3	1	4	5	1	3	4	2	5	1	5	2	3	23145134251523	0	5000	3980.000	538.000	0	2	3	1	4	5	1	3	4	2	5	1	5	2	3	5542.000	5746.000	6232.000	6440.000	6720.000	7050.000	7322.000	7612.000	7830.000	8152.000	8506.000	8914.000	9198.000	9428.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	23	2	8	1	3000	4	3	5	2	1	3	2	4	1	5	3	4	2	5	43521324153425	0	5000	4198.000	642.000	1	4	2	5	2	1	3	2	4	1	5	3	4	2	5	5646.000	5988.000	6876.000	7104.000	7346.000	7600.000	7880.000	8120.000	8418.000	8732.000	8998.000	9264.000	9520.000	9738.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	24	2	3	1	3000	3	5	2	4	1	5	1	3	4	2	5	2	4	3	35241513425243	0	5000	4582.000	544.000	0	3	5	2	4	1	5	1	3	4	2	5	2	4	3	5548.000	5742.000	5958.000	6402.000	6668.000	6934.000	7292.000	7552.000	7870.000	8110.000	8426.000	8866.000	9800.000	10016.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	25	2	6	1	3000	2	3	1	4	5	2	4	3	5	1	2	4	3	1	23145243512431	0	5000	3566.000	544.000	0	2	3	1	4	5	2	4	3	5	1	2	4	3	1	5548.000	5738.000	5934.000	6148.000	6422.000	6638.000	6930.000	7172.000	7408.000	7848.000	8114.000	8346.000	8608.000	9010.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
6	26	2	3	1	3000	4	3	1	2	5	1	5	3	4	2	3	5	2	1	43125153423521	0	5000	3890.000	426.000	1	4	4	3	1	5	1	5	3	4	2	3	5	2	1	5430.000	5604.000	5618.000	5808.000	6572.000	6810.000	7142.000	7360.000	7766.000	7984.000	8266.000	8498.000	8764.000	9180.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
6	27	2	5	1	3000	5	4	2	3	1	3	4	2	5	1	5	3	2	4	54231342515324	0	5000	3450.000	532.000	0	5	4	2	3	1	3	4	2	5	1	5	3	2	4	5536.000	5732.000	5976.000	6230.000	6426.000	6676.000	6922.000	7192.000	7520.000	7812.000	8162.000	8430.000	8698.000	8864.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	1	1	3	1	3000	1	3	5	4	2	4	2	1	3	5	1	2	5	4	13542421351254	0	5000	3488.000	468.000	0	1	3	5	4	2	4	2	1	3	5	1	2	5	4	5472.000	5698.000	5926.000	6156.000	6444.000	6664.000	7048.000	7238.000	7506.000	7878.000	8146.000	8358.000	8624.000	8854.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	2	1	2	1	3000	2	4	3	1	5	2	1	3	5	4	2	1	5	4	24315213542154	0	5000	4436.000	490.000	0	2	4	3	1	5	2	1	3	5	4	2	1	5	4	5494.000	5702.000	5980.000	6186.000	6476.000	6802.000	7064.000	7434.000	7644.000	8498.000	8698.000	9138.000	9366.000	9776.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	3	1	8	1	3000	5	1	3	2	4	1	5	2	4	3	1	3	5	4	51324152431354	0	5000	3476.000	544.000	1	5	1	3	2	4	1	5	2	3	5	1	3	5	4	5548.000	5730.000	5914.000	6126.000	6334.000	6562.000	6764.000	6968.000	7222.000	8018.000	8252.000	8488.000	8756.000	8920.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	4	1	5	1	3000	3	5	4	2	1	5	2	4	3	1	5	1	3	2	35421524315132	0	5000	3632.000	478.000	0	3	5	4	2	1	5	2	4	3	1	5	1	3	2	5482.000	5688.000	5864.000	6168.000	6396.000	6926.000	7300.000	7576.000	7772.000	8004.000	8216.000	8454.000	8854.000	9016.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	5	1	4	1	3000	2	5	1	3	4	2	4	3	1	5	2	4	3	1	25134243152431	0	5000	2766.000	466.000	0	2	5	1	3	4	2	4	3	1	5	2	4	3	1	5470.000	5650.000	5836.000	6024.000	6248.000	6474.000	6678.000	6888.000	7098.000	7322.000	7560.000	7806.000	7968.000	8112.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	6	1	1	1	3000	5	1	3	2	4	1	5	2	4	3	5	2	1	4	51324152435214	0	5000	5650.000	434.000	1	5	1	3	2	4	1	5	2	4	3	5	2	1	3	5438.000	5862.000	6290.000	6684.000	7090.000	7504.000	7940.000	8320.000	8820.000	9252.000	9674.000	10078.000	10502.000	11004.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	7	1	7	1	3000	5	3	1	4	2	4	3	5	1	2	5	2	1	3	53142435125213	0	5000	3700.000	528.000	1	5	3	1	4	2	4	3	5	1	2	5	2	1	5	5532.000	5698.000	5910.000	6174.000	6360.000	6780.000	7004.000	7380.000	7622.000	7846.000	8200.000	8796.000	8984.000	9134.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	8	1	6	1	3000	3	5	2	1	4	2	4	3	1	5	2	5	3	1	35214243152531	0	5000	4164.000	540.000	1	3	5	2	1	4	2	4	3	1	5	2	4	3	1	5544.000	5756.000	5954.000	6166.000	6430.000	6692.000	6940.000	7190.000	7408.000	7674.000	7988.000	8364.000	9384.000	9564.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	9	1	4	1	3000	3	5	2	1	4	5	2	3	1	4	1	5	2	3	35214523141523	0	5000	3028.000	478.000	1	3	5	2	1	4	5	2	3	1	4	1	5	2	5	5482.000	5678.000	5868.000	6058.000	6242.000	6452.000	6668.000	6870.000	7076.000	7310.000	7692.000	7944.000	8248.000	8438.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	10	1	3	1	3000	5	2	1	3	4	2	4	1	5	3	5	2	1	3	52134241535213	0	5000	3744.000	656.000	0	5	2	1	3	4	2	4	1	5	3	5	2	1	3	5660.000	5900.000	6092.000	6308.000	6556.000	6852.000	7022.000	7232.000	7976.000	8258.000	8496.000	8870.000	9068.000	9288.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	11	1	1	1	3000	1	4	2	5	3	5	1	2	4	3	1	5	3	4	14253512431534	0	5000	6156.000	412.000	0	1	4	2	5	3	5	1	2	4	3	1	5	3	4	5416.000	5984.000	6400.000	6842.000	7224.000	7682.000	8100.000	8580.000	9104.000	9576.000	9992.000	10442.000	11028.000	11476.000	800.000	1100.000	1500.000	6000.000	1	1.000	1.000	1.000	1.000	1.000	15000	
7	12	1	5	1	3000	4	1	3	5	2	1	5	3	2	4	1	2	5	3	41352153241253	0	5000	4242.000	594.000	1	4	1	3	2	2	1	5	3	2	4	1	2	5	3	5598.000	5822.000	6038.000	6436.000	7168.000	7362.000	7604.000	7932.000	8164.000	8390.000	8594.000	8750.000	9466.000	9710.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	13	1	2	1	3000	4	5	1	3	2	5	1	3	2	4	3	1	2	4	45132513243124	0	5000	4182.000	510.000	0	4	5	1	3	2	5	1	3	2	4	3	1	2	4	5514.000	5716.000	6130.000	6394.000	6724.000	7024.000	7262.000	7812.000	7994.000	8324.000	8584.000	8914.000	9246.000	9620.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	14	1	7	1	3000	2	3	1	4	5	1	2	4	3	5	4	1	5	2	23145124354152	0	5000	2926.000	516.000	0	2	3	1	4	5	1	2	4	3	5	4	1	5	2	5520.000	5696.000	5896.000	6114.000	6336.000	6526.000	6742.000	6958.000	7162.000	7370.000	7570.000	7814.000	8062.000	8340.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	15	1	8	1	3000	5	3	4	1	2	4	2	1	5	3	5	3	1	4	53412421535314	0	5000	3414.000	402.000	0	5	3	4	1	2	4	2	1	5	3	5	3	1	4	5406.000	5650.000	5840.000	6022.000	6188.000	6446.000	6750.000	6938.000	7166.000	7432.000	7716.000	8044.000	8216.000	8724.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	16	1	6	1	3000	3	1	5	4	2	4	1	3	2	5	4	1	3	5	31542413254135	0	5000	2920.000	584.000	0	3	1	5	4	2	4	1	3	2	5	4	1	3	5	5588.000	5764.000	5938.000	6110.000	6382.000	6588.000	6782.000	7014.000	7200.000	7458.000	7668.000	7880.000	8170.000	8410.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	17	1	2	1	3000	2	3	5	4	1	3	5	4	2	1	4	5	2	1	23541354214521	0	5000	4342.000	476.000	0	2	3	5	4	1	3	5	4	2	1	4	5	2	1	5480.000	5590.000	6018.000	6172.000	6498.000	6786.000	7020.000	7380.000	7710.000	7934.000	8348.000	9220.000	9480.000	9716.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	18	1	4	1	3000	5	2	4	3	1	4	1	5	3	2	4	1	3	2	52431415324132	0	5000	2924.000	442.000	0	5	2	4	3	1	4	1	5	3	2	4	1	3	2	5446.000	5622.000	5800.000	5976.000	6208.000	6516.000	6726.000	6948.000	7232.000	7390.000	7664.000	7884.000	8122.000	8280.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	19	1	6	1	3000	4	2	3	5	1	4	3	5	1	2	5	1	4	2	42351435125142	0	5000	2662.000	514.000	0	4	2	3	5	1	4	3	5	1	2	5	1	4	2	5518.000	5744.000	5934.000	6122.000	6310.000	6492.000	6668.000	6860.000	7044.000	7232.000	7472.000	7654.000	7848.000	8058.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	20	1	3	1	3000	5	1	3	2	4	2	5	4	1	3	1	3	2	4	51324254131324	0	5000	3144.000	478.000	0	5	1	3	2	4	2	5	4	1	3	1	3	2	4	5482.000	5622.000	5776.000	6008.000	6208.000	6430.000	6682.000	6876.000	7134.000	7388.000	7684.000	8042.000	8292.000	8518.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	21	1	1	1	3000	2	4	5	3	1	3	5	4	2	1	4	2	1	3	24531354214213	0	5000	5540.000	412.000	0	2	4	5	3	1	3	5	4	2	1	4	2	1	3	5416.000	5788.000	6216.000	6564.000	6906.000	7286.000	7720.000	8218.000	8586.000	8972.000	9484.000	9820.000	10232.000	10844.000	800.000	1100.000	1500.000	6000.000	2	1.000	1.000	1.000	1.000	1.000	15000	
7	22	1	8	1	3000	4	1	3	5	2	1	3	2	5	4	2	1	4	3	41352132542143	0	5000	4290.000	494.000	1	4	1	3	5	2	1	3	2	4	3	1	1	4	3	5498.000	5686.000	5844.000	6046.000	6242.000	6402.000	6760.000	6960.000	7182.000	7362.000	7894.000	8898.000	9510.000	9690.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	23	1	5	1	3000	2	4	1	3	5	2	5	3	1	4	1	5	3	4	24135253141534	0	5000	3792.000	514.000	0	2	4	1	3	5	2	5	3	1	4	1	5	3	4	5518.000	5698.000	5904.000	6078.000	6288.000	6826.000	7104.000	7378.000	7556.000	7812.000	8168.000	8774.000	9062.000	9240.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	24	1	7	1	3000	3	5	2	1	4	2	4	1	3	5	4	2	3	5	35214241354235	0	5000	2822.000	612.000	0	3	5	2	1	4	2	4	1	3	5	4	2	3	5	5616.000	5798.000	5998.000	6174.000	6368.000	6584.000	6796.000	7014.000	7240.000	7478.000	7646.000	7984.000	8174.000	8346.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	25	1	6	1	3000	2	1	4	5	3	1	2	4	3	5	1	3	2	5	21453124351325	0	5000	3466.000	508.000	1	2	1	4	5	3	1	2	4	3	1	1	3	2	5	5512.000	5672.000	5870.000	6054.000	6256.000	6414.000	6578.000	6808.000	6984.000	7406.000	8018.000	8434.000	8590.000	8832.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
7	26	1	8	1	3000	1	3	2	5	4	1	4	5	3	2	5	1	3	4	13254145325134	0	5000	2978.000	478.000	0	1	3	2	5	4	1	4	5	3	2	5	1	3	4	5482.000	5688.000	5850.000	6084.000	6226.000	6448.000	6656.000	6862.000	7104.000	7256.000	7496.000	7764.000	8078.000	8354.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
7	27	1	7	1	3000	3	5	2	4	1	2	5	3	4	1	5	2	3	1	35241253415231	0	5000	3992.000	486.000	0	3	5	2	4	1	2	5	3	4	1	5	2	3	1	5490.000	5712.000	5904.000	6122.000	6332.000	6500.000	6712.000	6958.000	7150.000	7346.000	7562.000	9030.000	9196.000	9338.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
