BN	TN	seqType	Horizon	FT	PrepTime	press0	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	press12	press13	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	response12	response13	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	pressTime12	pressTime13	timeThreshold2	timeThreshold3	timeThreshold4	timeThreshold14	points	Gain1	Gain2	Gain3	Gain4	Gain5	StimTimeLim	
3	4	1	4	1	3000	3	5	4	2	1	4	3	1	5	2	1	3	2	5	35421431521325	0	5000	5502.000	492.000	0	3	5	4	2	1	4	3	1	5	2	1	3	2	5	5496.000	5718.000	5906.000	6204.000	7014.000	7328.000	7538.000	7792.000	8130.000	9340.000	9558.000	9934.000	10628.000	10862.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
3	5	1	7	1	3000	3	1	5	4	2	1	3	2	4	5	1	2	4	3	31542132451243	0	5000	3304.000	1054.000	0	3	1	5	4	2	1	3	2	4	5	1	2	4	3	6058.000	6272.000	6472.000	6676.000	6950.000	7162.000	7580.000	7822.000	8156.000	8406.000	8622.000	8822.000	9050.000	9266.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	6	1	8	1	3000	1	3	5	2	4	3	5	4	2	1	5	4	2	1	13524354215421	0	5000	3736.000	464.000	1	3	1	5	2	4	3	5	4	2	1	5	4	2	1	5468.000	5678.000	6726.000	7032.000	7298.000	7498.000	7708.000	7896.000	8150.000	8340.000	8520.000	8694.000	8942.000	9076.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
3	7	1	1	1	3000	5	4	2	1	3	4	1	5	2	3	1	4	5	3	54213415231453	0	5000	5934.000	416.000	0	5	4	2	1	3	4	1	5	2	3	1	4	5	3	5420.000	5920.000	6424.000	6832.000	7238.000	7670.000	8206.000	8660.000	9110.000	9502.000	9946.000	10402.000	10846.000	11264.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
3	8	1	2	1	3000	2	3	5	1	4	2	3	1	5	4	2	1	5	3	23514231542153	0	5000	4498.000	580.000	0	2	3	5	1	4	2	3	1	5	4	2	1	5	3	5584.000	5694.000	6228.000	6400.000	6882.000	7128.000	7718.000	7872.000	8330.000	8536.000	9118.000	9246.000	9790.000	9996.000	800.000	1100.000	1500.000	5020.400	2	1.000	1.000	1.000	1.000	1.000	15000	
3	9	1	5	1	3000	5	4	2	3	1	4	3	5	1	2	4	3	5	1	54231435124351	0	5000	3408.000	856.000	1	4	4	2	3	1	4	3	5	1	2	4	3	5	1	5860.000	6756.000	7016.000	7260.000	7490.000	7678.000	7860.000	8054.000	8242.000	8398.000	8632.000	8828.000	8998.000	9148.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
3	10	1	8	1	3000	3	1	2	4	5	3	5	2	1	4	3	1	5	2	31245352143152	0	5000	3056.000	528.000	0	3	1	2	4	5	3	5	2	1	4	3	1	5	2	5532.000	5774.000	6016.000	6258.000	6502.000	6752.000	6978.000	7236.000	7418.000	7618.000	7802.000	8004.000	8192.000	8462.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	11	1	7	1	3000	2	4	1	3	5	1	3	2	5	4	2	4	1	5	24135132542415	0	5000	4732.000	756.000	0	2	4	1	3	5	1	3	2	5	4	2	4	1	5	5760.000	5974.000	6198.000	6376.000	6608.000	7532.000	7890.000	8178.000	8422.000	8618.000	8908.000	9922.000	10194.000	10388.000	800.000	1100.000	1500.000	5020.400	2	1.000	1.000	1.000	1.000	1.000	15000	
3	12	1	1	1	3000	4	3	5	1	2	5	3	4	1	2	5	1	4	2	43512534125142	0	5000	6096.000	458.000	0	4	3	5	1	2	5	3	4	1	2	5	1	4	2	5462.000	6042.000	6482.000	6906.000	7422.000	7878.000	8342.000	8802.000	9300.000	9788.000	10190.000	10636.000	11082.000	11488.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
3	13	1	4	1	3000	5	4	2	3	1	3	1	4	2	5	3	2	4	1	54231314253241	0	5000	3490.000	506.000	0	5	4	2	3	1	3	1	4	2	5	3	2	4	1	5510.000	5716.000	5976.000	6146.000	6380.000	6610.000	6848.000	7146.000	7552.000	7872.000	8402.000	8598.000	8744.000	8888.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	14	1	2	1	3000	2	4	1	3	5	2	1	5	3	4	1	2	4	5	24135215341245	0	5000	4854.000	792.000	0	2	4	1	3	5	2	1	5	3	4	1	2	4	5	5796.000	5990.000	6406.000	6618.000	6978.000	7584.000	7760.000	8190.000	8466.000	9030.000	9184.000	9728.000	9920.000	10550.000	800.000	1100.000	1500.000	5020.400	2	1.000	1.000	1.000	1.000	1.000	15000	
3	15	1	3	1	3000	5	2	3	1	4	2	5	3	1	4	1	3	5	4	52314253141354	0	5000	3388.000	582.000	0	5	2	3	1	4	2	5	3	1	4	1	3	5	4	5586.000	5786.000	5910.000	6208.000	6450.000	6670.000	6908.000	7146.000	7414.000	7662.000	8052.000	8342.000	8678.000	8880.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	16	1	6	1	3000	3	5	1	2	4	5	3	2	4	1	5	3	1	2	35124532415312	0	5000	3516.000	516.000	1	3	5	1	2	4	5	3	4	4	1	5	3	1	2	5520.000	5756.000	5860.000	6052.000	6274.000	6516.000	6712.000	7120.000	7768.000	7972.000	8172.000	8488.000	8774.000	8930.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
3	17	1	2	1	3000	3	5	1	2	4	1	5	3	4	2	4	5	3	1	35124153424531	0	5000	4736.000	542.000	0	3	5	1	2	4	1	5	3	4	2	4	5	3	1	5546.000	5828.000	6114.000	6390.000	7034.000	7214.000	7562.000	7820.000	8134.000	8554.000	8786.000	9594.000	9864.000	10170.000	800.000	1100.000	1500.000	5020.400	2	1.000	1.000	1.000	1.000	1.000	15000	
3	18	1	1	1	3000	2	1	3	5	4	1	2	4	3	5	3	1	5	2	21354124353152	0	5000	6116.000	426.000	0	2	1	3	5	4	1	2	4	3	5	3	1	5	2	5430.000	5858.000	6272.000	6652.000	7132.000	7590.000	8166.000	8882.000	9296.000	9736.000	10156.000	10550.000	11000.000	11476.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
3	19	1	3	1	3000	2	4	3	5	1	5	4	2	3	1	5	1	3	2	24351542315132	0	5000	4216.000	488.000	0	2	4	3	5	1	5	4	2	3	1	5	1	3	2	5492.000	5674.000	5838.000	6086.000	6308.000	6560.000	6786.000	7122.000	7404.000	7620.000	7904.000	8338.000	8922.000	9588.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	20	1	5	1	3000	5	3	1	2	4	3	5	1	2	4	3	1	5	4	53124351243154	0	5000	2828.000	508.000	0	5	3	1	2	4	3	5	1	2	4	3	1	5	4	5512.000	5756.000	5970.000	6190.000	6452.000	6686.000	6892.000	7086.000	7264.000	7476.000	7664.000	7846.000	8056.000	8186.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	21	1	8	1	3000	2	4	5	3	1	3	2	4	5	1	3	4	1	2	24531324513412	0	5000	3134.000	500.000	0	2	4	5	3	1	3	2	4	5	1	3	4	1	2	5504.000	6170.000	6378.000	6556.000	6716.000	6890.000	7124.000	7330.000	7546.000	7682.000	7890.000	8074.000	8344.000	8524.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	22	1	6	1	3000	3	2	5	1	4	1	2	4	5	3	4	1	2	5	32514124534125	0	5000	3470.000	578.000	0	3	2	5	1	4	1	2	4	5	3	4	1	2	5	5582.000	5736.000	6122.000	6898.000	7130.000	7394.000	7602.000	7854.000	8086.000	8298.000	8470.000	8632.000	8758.000	8966.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	23	1	4	1	3000	2	1	4	5	3	4	1	2	5	3	2	4	1	5	21453412532415	0	5000	3154.000	656.000	1	2	1	4	5	3	4	1	2	5	3	4	4	1	5	5660.000	5814.000	5970.000	6176.000	6364.000	6546.000	6698.000	6854.000	7060.000	7438.000	7788.000	8368.000	8522.000	8688.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
3	24	1	7	1	3000	3	5	2	4	1	4	2	3	5	1	2	5	4	1	35241423512541	0	5000	2724.000	472.000	0	3	5	2	4	1	4	2	3	5	1	2	5	4	1	5476.000	5652.000	5838.000	5988.000	6160.000	6344.000	6564.000	6722.000	6914.000	7078.000	7226.000	7596.000	7894.000	8082.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	25	1	1	1	3000	4	5	2	1	3	2	5	1	4	3	5	3	4	1	45213251435341	0	5000	5932.000	472.000	0	4	5	2	1	3	2	5	1	4	3	5	3	4	1	5476.000	5976.000	6684.000	7068.000	7466.000	7844.000	8266.000	8594.000	9034.000	9490.000	9946.000	10298.000	10724.000	11302.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
3	26	1	6	1	3000	5	1	4	2	3	1	2	4	3	5	4	1	2	5	51423124354125	0	5000	2334.000	494.000	0	5	1	4	2	3	1	2	4	3	5	4	1	2	5	5498.000	5644.000	5806.000	6032.000	6172.000	6358.000	6522.000	6724.000	6892.000	7092.000	7250.000	7454.000	7582.000	7728.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
3	27	1	3	1	3000	3	2	4	1	5	3	5	4	1	2	5	3	2	4	32415354125324	0	5000	3222.000	470.000	0	3	2	4	1	5	3	5	4	1	2	5	3	2	4	5474.000	5626.000	5796.000	5980.000	6194.000	6520.000	6754.000	6908.000	7112.000	7302.000	7534.000	8252.000	8432.000	8624.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	1	2	8	1	3000	2	1	4	5	3	1	2	4	5	3	5	3	4	1	21453124535341	0	5000	4038.000	766.000	0	2	1	4	5	3	1	2	4	5	3	5	3	4	1	5770.000	5982.000	6194.000	6430.000	6610.000	7398.000	7762.000	8026.000	8334.000	8574.000	8848.000	9134.000	9452.000	9700.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	2	2	2	1	3000	2	5	1	3	4	2	5	4	1	3	1	5	2	4	25134254131524	0	5000	5212.000	656.000	0	2	5	1	3	4	2	5	4	1	3	1	5	2	4	5660.000	6268.000	7006.000	7188.000	7594.000	7880.000	8218.000	8568.000	8872.000	9162.000	9674.000	9942.000	10592.000	10790.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
4	3	2	1	1	3000	4	1	5	3	2	5	2	4	3	1	5	2	3	1	41532524315231	0	5000	6266.000	476.000	0	4	1	5	3	2	5	2	4	3	1	5	2	3	1	5480.000	5962.000	6468.000	7008.000	7514.000	8028.000	8474.000	8992.000	9416.000	9860.000	10364.000	10746.000	11186.000	11660.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
4	4	2	6	1	3000	4	5	2	1	3	2	5	3	1	4	5	1	4	2	45213253145142	0	5000	4322.000	548.000	0	4	5	2	1	3	2	5	3	1	4	5	1	4	2	5552.000	5762.000	6102.000	6334.000	6548.000	6920.000	7220.000	7448.000	7702.000	7940.000	8328.000	9368.000	9570.000	9750.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	5	2	3	1	3000	3	1	5	2	4	1	3	5	2	4	3	5	2	1	31524135243521	0	5000	3510.000	536.000	0	3	1	5	2	4	1	3	5	2	4	3	5	2	1	5540.000	5720.000	5924.000	6226.000	6482.000	6760.000	6978.000	7222.000	7480.000	7716.000	7996.000	8262.000	8668.000	8906.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	6	2	7	1	3000	2	4	5	3	1	5	2	1	3	4	1	5	3	4	24531521341534	0	5000	4220.000	490.000	0	2	4	5	3	1	5	2	1	3	4	1	5	3	4	5494.000	5654.000	5914.000	6138.000	6450.000	6760.000	7038.000	7518.000	7734.000	8052.000	8942.000	9158.000	9368.000	9592.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	7	2	5	1	3000	3	5	1	2	4	5	2	4	1	3	2	5	3	4	35124524132534	0	5000	3706.000	618.000	1	3	5	1	2	4	5	2	4	3	3	2	5	3	4	5622.000	5802.000	5954.000	6182.000	6354.000	6692.000	6928.000	7150.000	7424.000	8304.000	8538.000	8796.000	9010.000	9202.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
4	8	2	4	1	3000	5	2	1	4	3	5	2	4	3	1	5	2	3	1	52143524315231	0	5000	4356.000	770.000	0	5	2	1	4	3	5	2	4	3	1	5	2	3	1	5774.000	5982.000	6246.000	6446.000	6664.000	6890.000	7588.000	7852.000	8090.000	9034.000	9254.000	9500.000	9712.000	9924.000	800.000	1100.000	1500.000	5020.400	2	1.000	1.000	1.000	1.000	1.000	15000	
4	9	2	1	1	3000	5	2	3	1	4	3	1	4	5	2	4	5	3	1	52314314524531	0	5000	6488.000	498.000	0	5	2	3	1	4	3	1	4	5	2	4	5	3	1	5502.000	6008.000	6452.000	6852.000	7370.000	7892.000	8384.000	8852.000	9396.000	9906.000	10472.000	10990.000	11438.000	11906.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
4	10	2	8	1	3000	2	5	3	1	4	1	4	2	5	3	2	4	5	3	25314142532453	0	5000	4800.000	558.000	1	2	5	3	1	4	1	4	2	5	3	2	4	3	3	5562.000	6268.000	6540.000	6800.000	7012.000	7334.000	7578.000	7874.000	8158.000	8378.000	8724.000	8972.000	9474.000	10220.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
4	11	2	4	1	3000	1	4	3	5	2	4	5	2	3	1	5	3	4	2	14352452315342	0	5000	3550.000	760.000	0	1	4	3	5	2	4	5	2	3	1	5	3	4	2	5764.000	5962.000	6142.000	6332.000	6586.000	6808.000	7226.000	7520.000	7822.000	8080.000	8392.000	8628.000	9000.000	9196.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	12	2	2	1	3000	2	3	1	5	4	2	5	1	3	4	2	4	3	5	23154251342435	0	5000	5732.000	838.000	0	2	3	1	5	4	2	5	1	3	4	2	4	3	5	5842.000	6046.000	7020.000	7252.000	7814.000	8036.000	8368.000	9180.000	9456.000	10078.000	10288.000	10942.000	11156.000	11424.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
4	13	2	6	1	3000	1	4	5	3	2	5	1	2	4	3	1	3	4	2	14532512431342	0	5000	3596.000	542.000	0	1	4	5	3	2	5	1	2	4	3	1	3	4	2	5546.000	5756.000	6024.000	6220.000	6462.000	6728.000	6974.000	7466.000	7678.000	7924.000	8196.000	8444.000	8750.000	9008.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	14	2	7	1	3000	3	1	2	5	4	2	5	4	1	3	1	4	5	2	31254254131452	0	5000	4166.000	590.000	0	3	1	2	5	4	2	5	4	1	3	1	4	5	2	5594.000	5788.000	5988.000	6204.000	6420.000	6650.000	7002.000	7326.000	7940.000	8188.000	8762.000	9006.000	9374.000	9616.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	15	2	3	1	3000	1	4	3	5	2	4	2	3	5	1	4	2	1	3	14352423514213	0	5000	4140.000	528.000	0	1	4	3	5	2	4	2	3	5	1	4	2	1	3	5532.000	5722.000	5916.000	6170.000	6676.000	6914.000	7212.000	7532.000	7776.000	8016.000	8256.000	8566.000	9278.000	9450.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	16	2	5	1	3000	4	1	3	2	5	2	1	3	5	4	2	5	1	4	41325213542514	0	5000	3810.000	516.000	0	4	1	3	2	5	2	1	3	5	4	2	5	1	4	5520.000	5694.000	5862.000	6154.000	6402.000	6672.000	7088.000	7352.000	7636.000	8098.000	8376.000	8696.000	9034.000	9202.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	17	2	1	1	3000	4	3	5	2	1	4	2	1	5	3	5	2	4	3	43521421535243	0	5000	6392.000	676.000	0	4	3	5	2	1	4	2	1	5	3	5	2	4	3	5680.000	6128.000	6700.000	7160.000	7586.000	8100.000	8506.000	8952.000	9426.000	9950.000	10488.000	10968.000	11522.000	11948.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
4	18	2	5	1	3000	1	5	3	2	4	2	4	3	5	1	3	5	2	4	15324243513524	0	5000	3398.000	496.000	0	1	5	3	2	4	2	4	3	5	1	3	5	2	4	5500.000	5708.000	5918.000	6110.000	6324.000	6714.000	6956.000	7194.000	7438.000	7702.000	7998.000	8260.000	8612.000	8814.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	19	2	8	1	3000	3	4	2	5	1	4	3	5	2	1	5	4	2	1	34251435215421	0	5000	4202.000	486.000	0	3	4	2	5	1	4	3	5	2	1	5	4	2	1	5490.000	5700.000	5882.000	6084.000	6296.000	6506.000	6740.000	6986.000	7296.000	8258.000	8488.000	8736.000	9310.000	9560.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	20	2	6	1	3000	1	3	2	4	5	2	3	1	5	4	2	4	1	3	13245231542413	0	5000	3666.000	472.000	0	1	3	2	4	5	2	3	1	5	4	2	4	1	3	5476.000	5604.000	5804.000	5962.000	6190.000	6610.000	6858.000	7082.000	7532.000	7756.000	8112.000	8348.000	8616.000	9020.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	21	2	3	1	3000	3	2	4	1	5	2	5	3	1	4	5	1	4	3	32415253145143	0	5000	3872.000	578.000	0	3	2	4	1	5	2	5	3	1	4	5	1	4	3	5582.000	5778.000	5978.000	6252.000	6678.000	6928.000	7310.000	7536.000	7966.000	8204.000	8496.000	8812.000	9096.000	9372.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	22	2	2	1	3000	2	5	3	4	1	3	5	1	2	4	5	1	4	3	25341351245143	0	5000	4976.000	460.000	0	2	5	3	4	1	3	5	1	2	4	5	1	4	3	5464.000	5684.000	6188.000	6446.000	6810.000	7084.000	7392.000	7926.000	8234.000	8502.000	9000.000	9744.000	9982.000	10322.000	800.000	1100.000	1500.000	5020.400	2	1.000	1.000	1.000	1.000	1.000	15000	
4	23	2	4	1	3000	3	1	2	5	4	2	4	5	1	3	1	4	3	5	31254245131435	0	5000	3358.000	474.000	0	3	1	2	5	4	2	4	5	1	3	1	4	3	5	5478.000	5646.000	5840.000	6038.000	6248.000	6598.000	6796.000	7120.000	7428.000	7656.000	8040.000	8258.000	8544.000	8712.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	24	2	7	1	3000	5	2	1	3	4	2	1	3	5	4	1	2	4	3	52134213541243	0	5000	3226.000	488.000	0	5	2	1	3	4	2	1	3	5	4	1	2	4	3	5492.000	5680.000	5850.000	6042.000	6240.000	6478.000	6748.000	6974.000	7208.000	7530.000	7834.000	8128.000	8332.000	8586.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
4	25	2	1	1	3000	2	4	5	1	3	5	3	4	2	1	3	5	2	1	24513534213521	0	5000	7490.000	462.000	1	2	4	5	1	3	5	5	4	2	1	3	5	2	1	5466.000	5964.000	6480.000	6962.000	7408.000	7958.000	8436.000	9438.000	9980.000	10538.000	10978.000	11634.000	12290.000	12836.000	800.000	1100.000	1500.000	5020.400	0	1.000	1.000	1.000	1.000	1.000	15000	
4	26	2	7	1	3000	4	3	1	2	5	3	5	4	2	1	3	4	1	5	43125354213415	0	5000	5202.000	520.000	0	4	3	1	2	5	3	5	4	2	1	3	4	1	5	5524.000	5742.000	5952.000	6170.000	6880.000	7216.000	7516.000	7846.000	8198.000	9536.000	9776.000	10032.000	10302.000	10590.000	800.000	1100.000	1500.000	5020.400	1	1.000	1.000	1.000	1.000	1.000	15000	
4	27	2	8	1	3000	4	3	1	2	5	2	5	1	3	4	2	5	1	4	43125251342514	0	5000	3790.000	572.000	0	4	3	1	2	5	2	5	1	3	4	2	5	1	4	5576.000	5802.000	5986.000	6250.000	6534.000	6756.000	7054.000	7456.000	7766.000	8198.000	8526.000	8756.000	9026.000	9260.000	800.000	1100.000	1500.000	5020.400	3	1.000	1.000	1.000	1.000	1.000	15000	
5	1	1	1	1	3000	5	4	2	3	1	5	1	3	2	4	1	5	4	2	54231513241542	0	5000	6824.000	416.000	0	5	4	2	3	1	5	1	3	2	4	1	5	4	2	5420.000	6234.000	6968.000	7398.000	7790.000	8228.000	8744.000	9238.000	9662.000	10216.000	10648.000	11112.000	11672.000	12180.000	800.000	1100.000	1500.000	6000.000	1	1.000	1.000	1.000	1.000	1.000	15000	
5	2	1	4	1	3000	1	5	2	4	3	5	3	4	2	1	4	1	5	2	15243534214152	0	5000	3902.000	482.000	1	1	5	2	4	3	3	3	4	2	1	4	1	5	2	5486.000	5700.000	5920.000	6126.000	6352.000	6780.000	7288.000	7524.000	7800.000	8098.000	8366.000	8768.000	9030.000	9252.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	3	1	3	1	3000	2	4	5	1	3	4	1	3	5	2	4	5	2	1	24513413524521	0	5000	3956.000	596.000	0	2	4	5	1	3	4	1	3	5	2	4	5	2	1	5600.000	5862.000	6092.000	6364.000	6690.000	6956.000	7210.000	7508.000	7832.000	8158.000	8702.000	8956.000	9228.000	9424.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	4	1	6	1	3000	5	2	3	1	4	2	1	4	3	5	2	1	5	4	52314214352154	0	5000	4096.000	480.000	1	5	2	3	1	4	3	2	1	3	5	2	1	5	4	5484.000	5728.000	5916.000	6132.000	6326.000	6578.000	7136.000	7362.000	8308.000	8610.000	8896.000	9084.000	9280.000	9456.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	5	1	8	1	3000	4	3	1	2	5	2	5	4	1	3	1	5	3	4	43125254131534	0	5000	3804.000	776.000	1	4	3	1	2	5	2	4	3	1	3	1	5	3	4	5780.000	6016.000	6212.000	6414.000	6824.000	7160.000	7424.000	7668.000	8166.000	8416.000	8648.000	8942.000	9256.000	9476.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	6	1	7	1	3000	3	4	2	5	1	2	4	1	5	3	4	2	1	5	34251241534215	0	5000	3042.000	476.000	0	3	4	2	5	1	2	4	1	5	3	4	2	1	5	5480.000	5666.000	5906.000	6116.000	6300.000	6512.000	6754.000	7074.000	7320.000	7608.000	7822.000	8058.000	8246.000	8422.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	7	1	2	1	3000	1	4	5	3	2	5	3	1	2	4	3	1	4	5	14532531243145	0	5000	4230.000	648.000	0	1	4	5	3	2	5	3	1	2	4	3	1	4	5	5652.000	5866.000	6226.000	6580.000	6822.000	7094.000	7472.000	7688.000	8084.000	8530.000	8776.000	9154.000	9512.000	9792.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	8	1	5	1	3000	5	2	1	4	3	5	1	2	4	3	5	1	4	3	52143512435143	0	5000	2864.000	478.000	0	5	2	1	4	3	5	1	2	4	3	5	1	4	3	5482.000	5708.000	5928.000	6132.000	6362.000	6588.000	6774.000	6976.000	7204.000	7414.000	7620.000	7846.000	8086.000	8256.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	9	1	6	1	3000	4	2	3	1	5	2	4	3	1	5	3	4	1	2	42315243153412	0	5000	2882.000	410.000	0	4	2	3	1	5	2	4	3	1	5	3	4	1	2	5414.000	5612.000	5808.000	6032.000	6228.000	6438.000	6652.000	6836.000	7042.000	7228.000	7472.000	7736.000	8002.000	8198.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	10	1	3	1	3000	4	1	3	5	2	5	2	3	1	4	5	1	3	4	41352523145134	0	5000	3244.000	446.000	0	4	1	3	5	2	5	2	3	1	4	5	1	3	4	5450.000	5654.000	5864.000	6096.000	6344.000	6598.000	6918.000	7118.000	7352.000	7564.000	7786.000	8020.000	8378.000	8592.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	11	1	2	1	3000	4	5	3	1	2	4	2	5	1	3	1	3	2	4	45312425131324	0	5000	4424.000	644.000	1	4	5	5	3	1	4	2	5	1	3	1	3	2	4	5648.000	5856.000	6246.000	6248.000	6466.000	7022.000	7234.000	7518.000	7820.000	8604.000	8804.000	9398.000	9588.000	9954.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	12	1	4	1	3000	3	1	4	5	2	1	4	5	2	3	5	3	1	4	31452145235314	0	5000	4250.000	534.000	0	3	1	4	5	2	1	4	5	2	3	5	3	1	4	5538.000	5748.000	5950.000	6196.000	6864.000	7090.000	7292.000	7528.000	8306.000	8536.000	8958.000	9200.000	9466.000	9684.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	13	1	8	1	3000	1	5	3	4	2	3	1	4	2	5	4	2	3	1	15342314254231	0	5000	3158.000	444.000	0	1	5	3	4	2	3	1	4	2	5	4	2	3	1	5448.000	5642.000	5854.000	6060.000	6278.000	6466.000	6688.000	6904.000	7250.000	7574.000	7804.000	8098.000	8288.000	8500.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
5	14	1	1	1	3000	1	5	4	2	3	1	3	2	4	5	3	2	4	5	15423132453245	0	5000	6598.000	410.000	1	1	5	4	2	5	1	3	2	4	5	3	2	4	5	5414.000	5808.000	6384.000	6896.000	7374.000	8072.000	8598.000	9090.000	9586.000	10036.000	10502.000	10956.000	11404.000	11914.000	800.000	1100.000	1500.000	6000.000	0	1.000	1.000	1.000	1.000	1.000	15000	
5	15	1	7	1	3000	1	2	4	3	5	2	3	5	1	4	1	3	5	2	12435235141352	0	5000	3234.000	452.000	0	1	2	4	3	5	2	3	5	1	4	1	3	5	2	5456.000	5670.000	5870.000	6056.000	6256.000	6486.000	6700.000	6904.000	7140.000	7436.000	7764.000	8050.000	8278.000	8606.000	800.000	1100.000	1500.000	6000.000	3	1.000	1.000	1.000	1.000	1.000	15000	
